strategy,run_id,n_steps,final_fraction,t_50,t_90,auc,tau,seed_fraction
betweenness,5,49,0.25732906317887616,-1.0,-1.0,11.235448254238424,0.15,0.0025
betweenness,3,49,0.25732906317887616,-1.0,-1.0,11.235448254238424,0.15,0.0025
betweenness,2,49,0.25732906317887616,-1.0,-1.0,11.235448254238424,0.15,0.0025
betweenness,7,49,0.25732906317887616,-1.0,-1.0,11.235448254238424,0.15,0.0025
betweenness,8,49,0.25732906317887616,-1.0,-1.0,11.235448254238424,0.15,0.0025
betweenness,9,49,0.25732906317887616,-1.0,-1.0,11.235448254238424,0.15,0.0025
betweenness,6,49,0.25732906317887616,-1.0,-1.0,11.235448254238424,0.15,0.0025
random,3,24,0.038789724754204835,-1.0,-1.0,0.770844997872388,0.15,0.005
random,2,26,0.031690219703926006,-1.0,-1.0,0.7209618298955607,0.15,0.005
random,1,31,0.03987965928348003,-1.0,-1.0,1.0510552208610482,0.15,0.005
random,5,28,0.041283136622546714,-1.0,-1.0,0.937261576821721,0.15,0.005
random,0,35,0.03952132464371832,-1.0,-1.0,1.1826610826185304,0.15,0.005
random,4,32,0.04552342985972692,-1.0,-1.0,1.1723365658103961,0.15,0.005
random,7,30,0.04779288257821773,-1.0,-1.0,1.16475181593544,0.15,0.005
random,6,31,0.036744231185565086,-1.0,-1.0,0.9912581278508132,0.15,0.005
degree,0,35,0.35897665599128054,-1.0,-1.0,11.399991041634006,0.15,0.005
degree,3,35,0.35897665599128054,-1.0,-1.0,11.399991041634006,0.15,0.005
random,9,32,0.04153695699237792,-1.0,-1.0,1.1121288810254346,0.15,0.005
degree,1,35,0.35897665599128054,-1.0,-1.0,11.399991041634006,0.15,0.005
degree,2,35,0.35897665599128054,-1.0,-1.0,11.399991041634006,0.15,0.005
degree,4,35,0.35897665599128054,-1.0,-1.0,11.399991041634006,0.15,0.005
degree,5,35,0.35897665599128054,-1.0,-1.0,11.399991041634006,0.15,0.005
degree,6,35,0.35897665599128054,-1.0,-1.0,11.399991041634006,0.15,0.005
random,8,49,0.0474494785484461,-1.0,-1.0,1.862160608571663,0.15,0.005
degree,7,35,0.35897665599128054,-1.0,-1.0,11.399991041634006,0.15,0.005
degree,8,35,0.35897665599128054,-1.0,-1.0,11.399991041634006,0.15,0.005
degree,9,35,0.35897665599128054,-1.0,-1.0,11.399991041634006,0.15,0.005
betweenness,1,38,0.3518547550260166,-1.0,-1.0,12.116048166147825,0.15,0.005
betweenness,0,38,0.3518547550260166,-1.0,-1.0,12.116048166147825,0.15,0.005
betweenness,3,38,0.3518547550260166,-1.0,-1.0,12.116048166147825,0.15,0.005
betweenness,4,38,0.3518547550260166,-1.0,-1.0,12.116048166147825,0.15,0.005
betweenness,2,38,0.3518547550260166,-1.0,-1.0,12.116048166147825,0.15,0.005
betweenness,5,38,0.3518547550260166,-1.0,-1.0,12.116048166147825,0.15,0.005
betweenness,6,38,0.3518547550260166,-1.0,-1.0,12.116048166147825,0.15,0.005
betweenness,7,38,0.3518547550260166,-1.0,-1.0,12.116048166147825,0.15,0.005
betweenness,8,38,0.3518547550260166,-1.0,-1.0,12.116048166147825,0.15,0.005
betweenness,9,38,0.3518547550260166,-1.0,-1.0,12.116048166147825,0.15,0.005
random,0,29,0.0743768336655394,-1.0,-1.0,1.8195486476600005,0.15,0.01
random,2,28,0.07511589886004792,-1.0,-1.0,1.7842153591184968,0.15,0.01
random,1,32,0.08208102842041612,-1.0,-1.0,2.27276731390861,0.15,0.01
random,6,24,0.0710174464177734,-1.0,-1.0,1.4525019969690862,0.15,0.01
random,5,26,0.07300321754645286,-1.0,-1.0,1.6150366173210007,0.15,0.01
random,3,33,0.07576538039461603,-1.0,-1.0,2.1351892081550994,0.15,0.01
degree,0,24,0.4432674146902272,-1.0,-1.0,9.554955842720956,0.15,0.01
random,4,36,0.08028935522160757,-1.0,-1.0,2.54775928870574,0.15,0.01
degree,1,24,0.4432674146902272,-1.0,-1.0,9.554955842720956,0.15,0.01
degree,2,24,0.4432674146902272,-1.0,-1.0,9.554955842720956,0.15,0.01
degree,3,24,0.4432674146902272,-1.0,-1.0,9.554955842720956,0.15,0.01
random,8,29,0.08141661627585794,-1.0,-1.0,1.9910640299209423,0.15,0.01
random,9,30,0.0784678208028189,-1.0,-1.0,1.9983576329010921,0.15,0.01
degree,4,24,0.4432674146902272,-1.0,-1.0,9.554955842720956,0.15,0.01
degree,5,24,0.4432674146902272,-1.0,-1.0,9.554955842720956,0.15,0.01
degree,6,24,0.4432674146902272,-1.0,-1.0,9.554955842720956,0.15,0.01
degree,8,24,0.4432674146902272,-1.0,-1.0,9.554955842720956,0.15,0.01
degree,7,24,0.4432674146902272,-1.0,-1.0,9.554955842720956,0.15,0.01
degree,9,24,0.4432674146902272,-1.0,-1.0,9.554955842720956,0.15,0.01
random,7,47,0.08233484879024733,-1.0,-1.0,3.4335102610617154,0.15,0.01
betweenness,0,28,0.4603107059938934,-1.0,-1.0,11.650601330317352,0.15,0.01
betweenness,1,28,0.4603107059938934,-1.0,-1.0,11.650601330317352,0.15,0.01
betweenness,3,28,0.4603107059938934,-1.0,-1.0,11.650601330317352,0.15,0.01
betweenness,2,28,0.4603107059938934,-1.0,-1.0,11.650601330317352,0.15,0.01
betweenness,4,28,0.4603107059938934,-1.0,-1.0,11.650601330317352,0.15,0.01
betweenness,5,28,0.4603107059938934,-1.0,-1.0,11.650601330317352,0.15,0.01
betweenness,6,28,0.4603107059938934,-1.0,-1.0,11.650601330317352,0.15,0.01
betweenness,7,28,0.4603107059938934,-1.0,-1.0,11.650601330317352,0.15,0.01
betweenness,8,28,0.4603107059938934,-1.0,-1.0,11.650601330317352,0.15,0.01
betweenness,9,28,0.4603107059938934,-1.0,-1.0,11.650601330317352,0.15,0.01
degree,0,21,0.5344337192896016,7.0,-1.0,10.248878337924495,0.15,0.02
degree,1,21,0.5344337192896016,7.0,-1.0,10.248878337924495,0.15,0.02
degree,2,21,0.5344337192896016,7.0,-1.0,10.248878337924495,0.15,0.02
random,1,39,0.16057871044321514,-1.0,-1.0,5.375221159660478,0.15,0.02
degree,3,21,0.5344337192896016,7.0,-1.0,10.248878337924495,0.15,0.02
random,2,36,0.15218024232380015,-1.0,-1.0,4.727120706516465,0.15,0.02
random,5,38,0.15447955626227108,-1.0,-1.0,5.176688838622501,0.15,0.02
random,3,41,0.16628966876441736,-1.0,-1.0,5.873112210999379,0.15,0.02
random,4,42,0.16929072137242168,-1.0,-1.0,6.0564451710674625,0.15,0.02
random,6,39,0.1581972781497988,-1.0,-1.0,5.292804192515286,0.15,0.02
random,0,50,0.1698207580270692,-1.0,-1.0,7.369338499324391,0.15,0.02
degree,4,21,0.5344337192896016,7.0,-1.0,10.248878337924495,0.15,0.02
degree,5,21,0.5344337192896016,7.0,-1.0,10.248878337924495,0.15,0.02
random,9,38,0.1568684538606825,-1.0,-1.0,5.189603816263915,0.15,0.02
degree,6,21,0.5344337192896016,7.0,-1.0,10.248878337924495,0.15,0.02
degree,7,21,0.5344337192896016,7.0,-1.0,10.248878337924495,0.15,0.02
degree,9,21,0.5344337192896016,7.0,-1.0,10.248878337924495,0.15,0.02
degree,8,21,0.5344337192896016,7.0,-1.0,10.248878337924495,0.15,0.02
random,7,46,0.17715915283718917,-1.0,-1.0,7.139802766642029,0.15,0.02
betweenness,1,30,0.5678558897523759,6.0,-1.0,15.904794965398313,0.15,0.02
betweenness,0,30,0.5678558897523759,6.0,-1.0,15.904794965398313,0.15,0.02
random,8,62,0.16271378767179534,-1.0,-1.0,9.112741036035024,0.15,0.02
betweenness,2,30,0.5678558897523759,6.0,-1.0,15.904794965398313,0.15,0.02
betweenness,3,30,0.5678558897523759,6.0,-1.0,15.904794965398313,0.15,0.02
betweenness,4,30,0.5678558897523759,6.0,-1.0,15.904794965398313,0.15,0.02
betweenness,7,30,0.5678558897523759,6.0,-1.0,15.904794965398313,0.15,0.02
betweenness,5,30,0.5678558897523759,6.0,-1.0,15.904794965398313,0.15,0.02
betweenness,6,30,0.5678558897523759,6.0,-1.0,15.904794965398313,0.15,0.02
betweenness,9,30,0.5678558897523759,6.0,-1.0,15.904794965398313,0.15,0.02
betweenness,8,30,0.5678558897523759,6.0,-1.0,15.904794965398313,0.15,0.02
degree,0,18,0.6525871014460296,3.0,-1.0,11.02995080364008,0.15,0.05
degree,1,18,0.6525871014460296,3.0,-1.0,11.02995080364008,0.15,0.05
random,2,36,0.332639059968795,-1.0,-1.0,10.81897381917538,0.15,0.05
random,1,38,0.3352817779370376,-1.0,-1.0,11.473158495890353,0.15,0.05
degree,2,18,0.6525871014460296,3.0,-1.0,11.02995080364008,0.15,0.05
degree,3,18,0.6525871014460296,3.0,-1.0,11.02995080364008,0.15,0.05
random,7,36,0.33724515315073195,-1.0,-1.0,10.905795316267648,0.15,0.05
random,5,39,0.3316835009294305,-1.0,-1.0,11.639291393249872,0.15,0.05
random,4,39,0.3403283241136817,-1.0,-1.0,11.906915112016902,0.15,0.05
random,6,36,0.3308249908550014,-1.0,-1.0,10.585638246250552,0.15,0.05
degree,4,18,0.6525871014460296,3.0,-1.0,11.02995080364008,0.15,0.05
degree,5,18,0.6525871014460296,3.0,-1.0,11.02995080364008,0.15,0.05
degree,6,18,0.6525871014460296,3.0,-1.0,11.02995080364008,0.15,0.05
random,8,36,0.3290482482661829,-1.0,-1.0,10.642531335617717,0.15,0.05
random,3,51,0.33066821945010566,-1.0,-1.0,15.558927384978315,0.15,0.05
degree,7,18,0.6525871014460296,3.0,-1.0,11.02995080364008,0.15,0.05
random,0,62,0.34204534426253985,-1.0,-1.0,19.591707539211523,0.15,0.05
degree,8,18,0.6525871014460296,3.0,-1.0,11.02995080364008,0.15,0.05
degree,9,18,0.6525871014460296,3.0,-1.0,11.02995080364008,0.15,0.05
betweenness,0,19,0.6944525318581891,3.0,-1.0,12.399647637604234,0.15,0.05
random,9,44,0.33776772450038445,-1.0,-1.0,13.498585324703443,0.15,0.05
betweenness,1,19,0.6944525318581891,3.0,-1.0,12.399647637604234,0.15,0.05
betweenness,2,19,0.6944525318581891,3.0,-1.0,12.399647637604234,0.15,0.05
betweenness,3,19,0.6944525318581891,3.0,-1.0,12.399647637604234,0.15,0.05
betweenness,4,19,0.6944525318581891,3.0,-1.0,12.399647637604234,0.15,0.05
betweenness,5,19,0.6944525318581891,3.0,-1.0,12.399647637604234,0.15,0.05
betweenness,6,19,0.6944525318581891,3.0,-1.0,12.399647637604234,0.15,0.05
betweenness,7,19,0.6944525318581891,3.0,-1.0,12.399647637604234,0.15,0.05
betweenness,8,19,0.6944525318581891,3.0,-1.0,12.399647637604234,0.15,0.05
betweenness,9,19,0.6944525318581891,3.0,-1.0,12.399647637604234,0.15,0.05
random,2,17,0.01594589146939598,-1.0,-1.0,0.23034198562182256,0.2,0.0025
random,0,30,0.01859607474263361,-1.0,-1.0,0.4954797578255059,0.2,0.0025
random,5,23,0.01876031145252439,-1.0,-1.0,0.3751763678305077,0.2,0.0025
random,1,34,0.020036878606675475,-1.0,-1.0,0.57502258254761,0.2,0.0025
random,7,21,0.01842437272774779,-1.0,-1.0,0.32123953924137566,0.2,0.0025
random,6,31,0.01839451150776765,-1.0,-1.0,0.5027136383656954,0.2,0.0025
random,4,35,0.01914104200727121,-1.0,-1.0,0.5671392204728524,0.2,0.0025
random,8,26,0.01758079326330877,-1.0,-1.0,0.39744537263069873,0.2,0.0025
random,3,38,0.017521070823348486,-1.0,-1.0,0.6021141743745942,0.2,0.0025
degree,2,30,0.2837114510313319,-1.0,-1.0,7.388412353586704,0.2,0.0025
degree,1,30,0.2837114510313319,-1.0,-1.0,7.388412353586704,0.2,0.0025
degree,0,30,0.2837114510313319,-1.0,-1.0,7.388412353586704,0.2,0.0025
random,9,29,0.02544175942308123,-1.0,-1.0,0.6006957664255372,0.2,0.0025
degree,4,30,0.2837114510313319,-1.0,-1.0,7.388412353586704,0.2,0.0025
degree,3,30,0.2837114510313319,-1.0,-1.0,7.388412353586704,0.2,0.0025
degree,5,30,0.2837114510313319,-1.0,-1.0,7.388412353586704,0.2,0.0025
degree,6,30,0.2837114510313319,-1.0,-1.0,7.388412353586704,0.2,0.0025
degree,7,30,0.2837114510313319,-1.0,-1.0,7.388412353586704,0.2,0.0025
degree,8,30,0.2837114510313319,-1.0,-1.0,7.388412353586704,0.2,0.0025
degree,9,30,0.2837114510313319,-1.0,-1.0,7.388412353586704,0.2,0.0025
betweenness,0,49,0.25732906317887616,-1.0,-1.0,11.235448254238424,0.2,0.0025
betweenness,1,49,0.25732906317887616,-1.0,-1.0,11.235448254238424,0.2,0.0025
betweenness,4,49,0.25732906317887616,-1.0,-1.0,11.235448254238424,0.2,0.0025
betweenness,2,49,0.25732906317887616,-1.0,-1.0,11.235448254238424,0.2,0.0025
betweenness,5,49,0.25732906317887616,-1.0,-1.0,11.235448254238424,0.2,0.0025
betweenness,3,49,0.25732906317887616,-1.0,-1.0,11.235448254238424,0.2,0.0025
betweenness,8,49,0.25732906317887616,-1.0,-1.0,11.235448254238424,0.2,0.0025
betweenness,6,49,0.25732906317887616,-1.0,-1.0,11.235448254238424,0.2,0.0025
betweenness,9,49,0.25732906317887616,-1.0,-1.0,11.235448254238424,0.2,0.0025
betweenness,7,49,0.25732906317887616,-1.0,-1.0,11.235448254238424,0.2,0.0025
random,3,24,0.038789724754204835,-1.0,-1.0,0.770844997872388,0.2,0.005
random,2,26,0.031690219703926006,-1.0,-1.0,0.7209618298955607,0.2,0.005
random,1,31,0.03987965928348003,-1.0,-1.0,1.0510552208610482,0.2,0.005
random,4,32,0.04552342985972692,-1.0,-1.0,1.1723365658103961,0.2,0.005
random,0,35,0.03952132464371832,-1.0,-1.0,1.1826610826185304,0.2,0.005
random,5,28,0.041283136622546714,-1.0,-1.0,0.937261576821721,0.2,0.005
random,6,31,0.036744231185565086,-1.0,-1.0,0.9912581278508132,0.2,0.005
random,7,30,0.04779288257821773,-1.0,-1.0,1.16475181593544,0.2,0.005
degree,0,35,0.35897665599128054,-1.0,-1.0,11.399991041634006,0.2,0.005
random,9,32,0.04153695699237792,-1.0,-1.0,1.1121288810254346,0.2,0.005
degree,1,35,0.35897665599128054,-1.0,-1.0,11.399991041634006,0.2,0.005
degree,2,35,0.35897665599128054,-1.0,-1.0,11.399991041634006,0.2,0.005
degree,3,35,0.35897665599128054,-1.0,-1.0,11.399991041634006,0.2,0.005
degree,4,35,0.35897665599128054,-1.0,-1.0,11.399991041634006,0.2,0.005
degree,6,35,0.35897665599128054,-1.0,-1.0,11.399991041634006,0.2,0.005
degree,5,35,0.35897665599128054,-1.0,-1.0,11.399991041634006,0.2,0.005
degree,7,35,0.35897665599128054,-1.0,-1.0,11.399991041634006,0.2,0.005
degree,8,35,0.35897665599128054,-1.0,-1.0,11.399991041634006,0.2,0.005
random,8,49,0.0474494785484461,-1.0,-1.0,1.862160608571663,0.2,0.005
degree,9,35,0.35897665599128054,-1.0,-1.0,11.399991041634006,0.2,0.005
betweenness,1,38,0.3518547550260166,-1.0,-1.0,12.116048166147825,0.2,0.005
betweenness,0,38,0.3518547550260166,-1.0,-1.0,12.116048166147825,0.2,0.005
betweenness,2,38,0.3518547550260166,-1.0,-1.0,12.116048166147825,0.2,0.005
betweenness,3,38,0.3518547550260166,-1.0,-1.0,12.116048166147825,0.2,0.005
betweenness,4,38,0.3518547550260166,-1.0,-1.0,12.116048166147825,0.2,0.005
betweenness,5,38,0.3518547550260166,-1.0,-1.0,12.116048166147825,0.2,0.005
betweenness,6,38,0.3518547550260166,-1.0,-1.0,12.116048166147825,0.2,0.005
betweenness,7,38,0.3518547550260166,-1.0,-1.0,12.116048166147825,0.2,0.005
betweenness,8,38,0.3518547550260166,-1.0,-1.0,12.116048166147825,0.2,0.005
betweenness,9,38,0.3518547550260166,-1.0,-1.0,12.116048166147825,0.2,0.005
random,0,29,0.0743768336655394,-1.0,-1.0,1.8195486476600005,0.2,0.01
random,2,28,0.07511589886004792,-1.0,-1.0,1.7842153591184968,0.2,0.01
random,6,24,0.0710174464177734,-1.0,-1.0,1.4525019969690862,0.2,0.01
random,5,26,0.07300321754645286,-1.0,-1.0,1.6150366173210007,0.2,0.01
random,1,32,0.08208102842041612,-1.0,-1.0,2.27276731390861,0.2,0.01
random,3,33,0.07576538039461603,-1.0,-1.0,2.1351892081550994,0.2,0.01
degree,0,24,0.4432674146902272,-1.0,-1.0,9.554955842720956,0.2,0.01
random,4,36,0.08028935522160757,-1.0,-1.0,2.54775928870574,0.2,0.01
degree,1,24,0.4432674146902272,-1.0,-1.0,9.554955842720956,0.2,0.01
degree,2,24,0.4432674146902272,-1.0,-1.0,9.554955842720956,0.2,0.01
random,8,29,0.08141661627585794,-1.0,-1.0,1.9910640299209423,0.2,0.01
degree,3,24,0.4432674146902272,-1.0,-1.0,9.554955842720956,0.2,0.01
random,7,47,0.08233484879024733,-1.0,-1.0,3.4335102610617154,0.2,0.01
random,9,30,0.0784678208028189,-1.0,-1.0,1.9983576329010921,0.2,0.01
degree,4,24,0.4432674146902272,-1.0,-1.0,9.554955842720956,0.2,0.01
degree,5,24,0.4432674146902272,-1.0,-1.0,9.554955842720956,0.2,0.01
degree,6,24,0.4432674146902272,-1.0,-1.0,9.554955842720956,0.2,0.01
degree,7,24,0.4432674146902272,-1.0,-1.0,9.554955842720956,0.2,0.01
degree,8,24,0.4432674146902272,-1.0,-1.0,9.554955842720956,0.2,0.01
degree,9,24,0.4432674146902272,-1.0,-1.0,9.554955842720956,0.2,0.01
betweenness,0,28,0.4603107059938934,-1.0,-1.0,11.650601330317352,0.2,0.01
betweenness,1,28,0.4603107059938934,-1.0,-1.0,11.650601330317352,0.2,0.01
betweenness,2,28,0.4603107059938934,-1.0,-1.0,11.650601330317352,0.2,0.01
betweenness,3,28,0.4603107059938934,-1.0,-1.0,11.650601330317352,0.2,0.01
betweenness,4,28,0.4603107059938934,-1.0,-1.0,11.650601330317352,0.2,0.01
betweenness,5,28,0.4603107059938934,-1.0,-1.0,11.650601330317352,0.2,0.01
betweenness,6,28,0.4603107059938934,-1.0,-1.0,11.650601330317352,0.2,0.01
betweenness,7,28,0.4603107059938934,-1.0,-1.0,11.650601330317352,0.2,0.01
betweenness,8,28,0.4603107059938934,-1.0,-1.0,11.650601330317352,0.2,0.01
betweenness,9,28,0.4603107059938934,-1.0,-1.0,11.650601330317352,0.2,0.01
random,2,36,0.15218024232380015,-1.0,-1.0,4.727120706516465,0.2,0.02
degree,0,21,0.5344337192896016,7.0,-1.0,10.248878337924495,0.2,0.02
degree,1,21,0.5344337192896016,7.0,-1.0,10.248878337924495,0.2,0.02
random,1,39,0.16057871044321514,-1.0,-1.0,5.375221159660478,0.2,0.02
degree,2,21,0.5344337192896016,7.0,-1.0,10.248878337924495,0.2,0.02
random,3,41,0.16628966876441736,-1.0,-1.0,5.873112210999379,0.2,0.02
random,5,38,0.15447955626227108,-1.0,-1.0,5.176688838622501,0.2,0.02
degree,3,21,0.5344337192896016,7.0,-1.0,10.248878337924495,0.2,0.02
random,0,50,0.1698207580270692,-1.0,-1.0,7.369338499324391,0.2,0.02
random,4,42,0.16929072137242168,-1.0,-1.0,6.0564451710674625,0.2,0.02
random,6,39,0.1581972781497988,-1.0,-1.0,5.292804192515286,0.2,0.02
degree,4,21,0.5344337192896016,7.0,-1.0,10.248878337924495,0.2,0.02
degree,5,21,0.5344337192896016,7.0,-1.0,10.248878337924495,0.2,0.02
degree,6,21,0.5344337192896016,7.0,-1.0,10.248878337924495,0.2,0.02
random,7,46,0.17715915283718917,-1.0,-1.0,7.139802766642029,0.2,0.02
degree,8,21,0.5344337192896016,7.0,-1.0,10.248878337924495,0.2,0.02
degree,7,21,0.5344337192896016,7.0,-1.0,10.248878337924495,0.2,0.02
random,9,38,0.1568684538606825,-1.0,-1.0,5.189603816263915,0.2,0.02
degree,9,21,0.5344337192896016,7.0,-1.0,10.248878337924495,0.2,0.02
betweenness,0,30,0.5678558897523759,6.0,-1.0,15.904794965398313,0.2,0.02
betweenness,1,30,0.5678558897523759,6.0,-1.0,15.904794965398313,0.2,0.02
betweenness,2,30,0.5678558897523759,6.0,-1.0,15.904794965398313,0.2,0.02
betweenness,3,30,0.5678558897523759,6.0,-1.0,15.904794965398313,0.2,0.02
random,8,62,0.16271378767179534,-1.0,-1.0,9.112741036035024,0.2,0.02
betweenness,4,30,0.5678558897523759,6.0,-1.0,15.904794965398313,0.2,0.02
betweenness,5,30,0.5678558897523759,6.0,-1.0,15.904794965398313,0.2,0.02
betweenness,6,30,0.5678558897523759,6.0,-1.0,15.904794965398313,0.2,0.02
betweenness,8,30,0.5678558897523759,6.0,-1.0,15.904794965398313,0.2,0.02
betweenness,7,30,0.5678558897523759,6.0,-1.0,15.904794965398313,0.2,0.02
betweenness,9,30,0.5678558897523759,6.0,-1.0,15.904794965398313,0.2,0.02
random,1,38,0.3352817779370376,-1.0,-1.0,11.473158495890353,0.2,0.05
degree,0,18,0.6525871014460296,3.0,-1.0,11.02995080364008,0.2,0.05
random,2,36,0.332639059968795,-1.0,-1.0,10.81897381917538,0.2,0.05
degree,1,18,0.6525871014460296,3.0,-1.0,11.02995080364008,0.2,0.05
degree,2,18,0.6525871014460296,3.0,-1.0,11.02995080364008,0.2,0.05
degree,3,18,0.6525871014460296,3.0,-1.0,11.02995080364008,0.2,0.05
random,4,39,0.3403283241136817,-1.0,-1.0,11.906915112016902,0.2,0.05
random,6,36,0.3308249908550014,-1.0,-1.0,10.585638246250552,0.2,0.05
degree,4,18,0.6525871014460296,3.0,-1.0,11.02995080364008,0.2,0.05
degree,5,18,0.6525871014460296,3.0,-1.0,11.02995080364008,0.2,0.05
random,8,36,0.3290482482661829,-1.0,-1.0,10.642531335617717,0.2,0.05
random,7,36,0.33724515315073195,-1.0,-1.0,10.905795316267648,0.2,0.05
random,5,39,0.3316835009294305,-1.0,-1.0,11.639291393249872,0.2,0.05
degree,6,18,0.6525871014460296,3.0,-1.0,11.02995080364008,0.2,0.05
degree,7,18,0.6525871014460296,3.0,-1.0,11.02995080364008,0.2,0.05
random,3,51,0.33066821945010566,-1.0,-1.0,15.558927384978315,0.2,0.05
random,0,62,0.34204534426253985,-1.0,-1.0,19.591707539211523,0.2,0.05
degree,8,18,0.6525871014460296,3.0,-1.0,11.02995080364008,0.2,0.05
degree,9,18,0.6525871014460296,3.0,-1.0,11.02995080364008,0.2,0.05
betweenness,0,19,0.6944525318581891,3.0,-1.0,12.399647637604234,0.2,0.05
random,9,44,0.33776772450038445,-1.0,-1.0,13.498585324703443,0.2,0.05
betweenness,1,19,0.6944525318581891,3.0,-1.0,12.399647637604234,0.2,0.05
betweenness,2,19,0.6944525318581891,3.0,-1.0,12.399647637604234,0.2,0.05
betweenness,3,19,0.6944525318581891,3.0,-1.0,12.399647637604234,0.2,0.05
betweenness,4,19,0.6944525318581891,3.0,-1.0,12.399647637604234,0.2,0.05
betweenness,5,19,0.6944525318581891,3.0,-1.0,12.399647637604234,0.2,0.05
betweenness,6,19,0.6944525318581891,3.0,-1.0,12.399647637604234,0.2,0.05
betweenness,7,19,0.6944525318581891,3.0,-1.0,12.399647637604234,0.2,0.05
betweenness,8,19,0.6944525318581891,3.0,-1.0,12.399647637604234,0.2,0.05
betweenness,9,19,0.6944525318581891,3.0,-1.0,12.399647637604234,0.2,0.05
random,2,17,0.01594589146939598,-1.0,-1.0,0.23034198562182256,0.25,0.0025
random,0,30,0.01859607474263361,-1.0,-1.0,0.4954797578255059,0.25,0.0025
random,5,23,0.01876031145252439,-1.0,-1.0,0.3751763678305077,0.25,0.0025
random,1,34,0.020036878606675475,-1.0,-1.0,0.57502258254761,0.25,0.0025
random,7,21,0.01842437272774779,-1.0,-1.0,0.32123953924137566,0.25,0.0025
random,8,26,0.01758079326330877,-1.0,-1.0,0.39744537263069873,0.25,0.0025
random,6,31,0.01839451150776765,-1.0,-1.0,0.5027136383656954,0.25,0.0025
random,3,38,0.017521070823348486,-1.0,-1.0,0.6021141743745942,0.25,0.0025
random,4,35,0.01914104200727121,-1.0,-1.0,0.5671392204728524,0.25,0.0025
degree,0,30,0.2837114510313319,-1.0,-1.0,7.388412353586704,0.25,0.0025
random,9,29,0.02544175942308123,-1.0,-1.0,0.6006957664255372,0.25,0.0025
degree,1,30,0.2837114510313319,-1.0,-1.0,7.388412353586704,0.25,0.0025
degree,2,30,0.2837114510313319,-1.0,-1.0,7.388412353586704,0.25,0.0025
degree,3,30,0.2837114510313319,-1.0,-1.0,7.388412353586704,0.25,0.0025
degree,4,30,0.2837114510313319,-1.0,-1.0,7.388412353586704,0.25,0.0025
degree,5,30,0.2837114510313319,-1.0,-1.0,7.388412353586704,0.25,0.0025
degree,6,30,0.2837114510313319,-1.0,-1.0,7.388412353586704,0.25,0.0025
degree,7,30,0.2837114510313319,-1.0,-1.0,7.388412353586704,0.25,0.0025
degree,8,30,0.2837114510313319,-1.0,-1.0,7.388412353586704,0.25,0.0025
degree,9,30,0.2837114510313319,-1.0,-1.0,7.388412353586704,0.25,0.0025
betweenness,1,49,0.25732906317887616,-1.0,-1.0,11.235448254238424,0.25,0.0025
betweenness,3,49,0.25732906317887616,-1.0,-1.0,11.235448254238424,0.25,0.0025
betweenness,0,49,0.25732906317887616,-1.0,-1.0,11.235448254238424,0.25,0.0025
betweenness,5,49,0.25732906317887616,-1.0,-1.0,11.235448254238424,0.25,0.0025
betweenness,2,49,0.25732906317887616,-1.0,-1.0,11.235448254238424,0.25,0.0025
betweenness,6,49,0.25732906317887616,-1.0,-1.0,11.235448254238424,0.25,0.0025
betweenness,4,49,0.25732906317887616,-1.0,-1.0,11.235448254238424,0.25,0.0025
betweenness,8,49,0.25732906317887616,-1.0,-1.0,11.235448254238424,0.25,0.0025
betweenness,9,49,0.25732906317887616,-1.0,-1.0,11.235448254238424,0.25,0.0025
betweenness,7,49,0.25732906317887616,-1.0,-1.0,11.235448254238424,0.25,0.0025
random,2,26,0.031690219703926006,-1.0,-1.0,0.7209618298955607,0.25,0.005
random,3,24,0.038789724754204835,-1.0,-1.0,0.770844997872388,0.25,0.005
random,0,35,0.03952132464371832,-1.0,-1.0,1.1826610826185304,0.25,0.005
random,1,31,0.03987965928348003,-1.0,-1.0,1.0510552208610482,0.25,0.005
random,4,32,0.04552342985972692,-1.0,-1.0,1.1723365658103961,0.25,0.005
random,5,28,0.041283136622546714,-1.0,-1.0,0.937261576821721,0.25,0.005
random,7,30,0.04779288257821773,-1.0,-1.0,1.16475181593544,0.25,0.005
random,6,31,0.036744231185565086,-1.0,-1.0,0.9912581278508132,0.25,0.005
degree,0,35,0.35897665599128054,-1.0,-1.0,11.399991041634006,0.25,0.005
random,9,32,0.04153695699237792,-1.0,-1.0,1.1121288810254346,0.25,0.005
degree,2,35,0.35897665599128054,-1.0,-1.0,11.399991041634006,0.25,0.005
degree,1,35,0.35897665599128054,-1.0,-1.0,11.399991041634006,0.25,0.005
degree,3,35,0.35897665599128054,-1.0,-1.0,11.399991041634006,0.25,0.005
degree,4,35,0.35897665599128054,-1.0,-1.0,11.399991041634006,0.25,0.005
degree,5,35,0.35897665599128054,-1.0,-1.0,11.399991041634006,0.25,0.005
degree,8,35,0.35897665599128054,-1.0,-1.0,11.399991041634006,0.25,0.005
degree,6,35,0.35897665599128054,-1.0,-1.0,11.399991041634006,0.25,0.005
random,8,49,0.0474494785484461,-1.0,-1.0,1.862160608571663,0.25,0.005
degree,7,35,0.35897665599128054,-1.0,-1.0,11.399991041634006,0.25,0.005
degree,9,35,0.35897665599128054,-1.0,-1.0,11.399991041634006,0.25,0.005
betweenness,0,38,0.3518547550260166,-1.0,-1.0,12.116048166147825,0.25,0.005
